rate,Comment
5,"Wonderful soup, I cooked the soup w/out carrots & potatoes most of the day, adding them in the last hour.  For a little extra taste I added some cumin.  The whole family loved it, great for a blustery and rainy day here in the great northwest!"
4,"Pretty good soup. I used a roasted chicken carcass from our previous nights dinner as I feel it adds more flavor then the uncooked chicken. I also used canned chicken broth in lieu of the water, along with my usual seasonings. We&apos;re eating a lot of soup these days as it&apos;s frigid here in northwest N.J.! Thanks Jill!"
5,"Yummy. I followed the recipe as written - and at the end - added ""uncooked star shaped pastas"" and cooked an additional 10 minutes - making it Homemade Chicken Soup with Stars. I submitted a photo of the finished project."
5,This is a great recipe to work with as your base for your own chicken noodle soup. I usually follow the general idea of it to make my stock adding a bunch of garlic and a couple other spices. Then I add my own veggies to the soup. If you like beans in your chicken soup add beans. Basically add whatever you enjoy!
5,"This was the first time making Chicken Soup from scratch and I was surprized at how simple it was. My husband wanted homemade noodles with it so I used Pat&apos;s recipe for ""Basic Pasta"" and it turned out GREAT! We added the noodles to the soup and let them boil for about 15 minuites and served. I saved the leftovers and they tasted even better the second time!!! I also added a bit more water while the chicken was boiling. I will definatly be making this again!"
5,OH BOY!  This is REAL Chicken Gravy!   Don&apos;t be afraid to cook your roux - if needs to be cooked slowly to a blonde stage - like Chef John says it will smell like pie crust.   Good chicken stock makes a huge difference with this gravy.  I did add a pinch of cayenne pepper to the roux along with some white pepper.  Then proceeded as directed....taste tasted and added a bit more.  Will I make again?  You bet!
3,"Just ok.  I dont know if the cream was a good addition.  It was looking beautiful (color and texture) before i added the cream.  It lost the ""look"" of what i consider chicken gravy.  Easy recipe for the novice though"
5,This recipe was delicious. I used half and half instead of heavy cream because I didn&apos;t have any.
5,I really enjoyed this recipe. I&apos;ve never bought gravy mixes and have always tried my hand at homemade gravies but they&apos;ve never come out this good. I&apos;ve always used oil and never butter and I think that that makes all the difference. I didn&apos;t use cream as I did not have it and the gravy was just as good. I did add a little bit of whole milk though. I will definitely use this time and time again. I know it was good because my husband enjoyed it and he is picky picky picky!! Thanks!!
5,Excellent easy recipe. I didn&apos;t have the cream added just a touch of milk and a little bit (about a teaspoon) of cornstarch. I also added a few dried parsley flakes and a tiny bit of sage. Just mainly for color and because I was serving it with a sage stuffing. Thanks for a great recipe.
4,This is a good basic well-written recipe for gravy that will appeal to all those who either have never made gravy or who aren t confident preparing it. I used the drippings from a roasted turkey breast plus enough boxed chicken stock to make up the difference. The cream was a nice addition something I don t generally use. I didn t care for the light color of the gravy however particularly since I was using it for sliced roast turkey but a little dribble of Kitchen Bouquet fixed that right up.
5,"Mmm, amazing! So good with our roast chicken and mashed potatoes. My gravy wasn&apos;t getting thick at a simmer so I increased the heat and brought it to a low boil whisking constantly (this is how my mom does it) until it was thick to my liking, then turned off the heat and added the cream, s/p and cayenne. Thanks so much for the recipe:)"
5,"This is similar to the old Fanny Farmer chicken pot pie gravy recipe.  I add a touch of poultry seasoning to mine and a dash of nutmeg.  I then pour it over roughly cubed chicken, drained can of LeSeur peas, carmelized onion pieces and well-cooked sliced carrots.  A topping of Bisquick biscuits finishes it off, with a sprinkling of grated parmesan cheese over the biscuits.  There usually aren&apos;t any leftovers!"
3,"Made this gravy tonight. The texture is very nice and it has a nice shine to it. However both my husband and I thought it was somewhat bland and maybe even a little ""flour-y"" tasting. There was something missing. It needs some zing. Like maybe drippings from the chicken roasting pan?? Does anyone have an answer. It looks like we are the only ones complaining about this. Thanks much."
5,"OMG, this is exactly what I was looking for.  It&apos;s restaurant quality.  The sauce is SO SO good and I think adding the lemon slices early on really makes it POP like you suggested with a beautiful fragrance and taste.  My family was very impressed.  UPDATE:  Made this for my husband&apos;s business client and he asked for the recipe to take home.  Also, someone said they thought the sauce was too acidic.. adding lemon slices in at the end only heightens the acidity, not tempers it.  I happen to love the taste of lemon like this, but that&apos;s just me.  Try adding some white wine to the first reduction, then add the chicken broth and go from there.  That might help."
5,"When I make this recipe, I use Italian flavored bread crumbs, instead of flour, to dredge the chicken.  Also pound the chicken breasts out a little so they cook faster.  I use white wine instead of chicken broth for the sauce.  This sauce really requires some tasting to check for tartness as it reduces.  If it&apos;s too tart, add a small amount of sugar starting with a tsp.  Chicken Picata is probably my favorite chicken dish and it&apos;s truly elegant and &apos;company&apos; worthy."
5,"This dish is superb.  Very light, low fat and the sauce has a lemon infusion that is simple, yet elegant.  The lemon slices really do make a difference.  Be sure you&apos;re adding them early or your sauce could be a bit more bitter.  The oil from the rind of the lemon adds a tremendous lemony lift!  I am adding this dish as an option to my menu for my clients.  They&apos;d pay good money for this.  I agree with the others - it is definitely restaurant quality right at home!"
4,The reason that this might taste bitter is because the white pith of the lemon when simmered becomes very bitter.  You could just use a vegetable peeler and peel off just the yellow of the lemon
4,"I have not made this yet.....some quick thoughts.  To stop the bitterness do not add the lemon slices to cook with the sauce, use lemon zest and finish with the butter, the white pith is what is making it bitter.  Add lemon slice when serving.  I also am going to try grilling the chicken and making just a quick lemon pan sauce with shallots, white wine, perhaps a riesling or pinot grigo and garlic, however; no chicken broth.  I would not cut into medallions leave in breasts in tact.  To thicken maybe a little cornstarch and water if necessary.  I will let you know how it turns out.
                                After making this, the grilling part probably not needed, pan frying would have been fine.  The sauce I made was great only wish it had made more.  Cornstarch not necessary.  But a great recipe!"
5,"This recipe was delicious with some modifications.  I gave it 5 stars because I think it would have been good without the modifications too... I just never cook exactly by any recipe.  Here is what I did differently... I pounded out the chicken but did not cut it in medallions.  I pan fried it in a cast iron skillet using olive oil instead of vegetable oil.  After the chicken, I wiped out the pan and added a little more olive oil and some margarine (I have a dairy allergic person in my family so no butter).  I added 2 cloves of garlic then a 1/2 lb of thinly sliced baby portabella mushrooms.  After the mushrooms released their juices, I added the liquid.  I used 2 cups of good chicken stock plus 1/2 cup of a reisling.  I also double the lemon juice and left out the lemon slices.  I zested one lemon into the sauce and saved the lemon slices for plate garnish.  When correcting seasoning at the end, I added a generous amount of sea salt and fresh cracked pepper and a pinch of raw sugar.  I served the chicken with the extra sauce over mini bow tie pasta.  All three of my kids ate this and my husband gave it a thumbs up and I loved it.  I would definitely make this one again!"
4,"Perfect. Well, almost. I pounded the chicken breast first; really makes it tender. It takes less time to cook, so it doesn&apos;t get tougher and drier on the outside..."
3,"Wow, I do not know what I did wrong?  I love chicken piccata.  I followed the recipe exactly.  But, the sauce was so bitter!!! Maybe, the lemons I used were the problem?  I loved the cooked chicken before adding the sauce. It was both tender and crispy.  I tried to fix the sauce by removing the lemon slices and adding white wine and a little extra butter.  I served with rice and the person I ate dinner with ate all of theirs, but I couldn&apos;t get over the bitter bite still lingering.  Although, he did not seem to notice for some reason. Make sure you use really fresh lemons!  I believe that could have been the issue, but not sure? Great sauted chicken either way."
5,excellent. Very light  even with the butter at the end. No bitterness from the lemon slices because I took them out after the first 7 mins of boiling.
5,"If I&apos;m going to review a recipe it will only be if I stayed true to the instructions. I can&apos;t justify giving a bad review after writing about all the changes I made. Well guess what?  This recipe is freakin great! Every bite was like a party in my mouth. Young and old, everyone enjoyed it. The leftovers were even better the next day. DON&apos;T CHANGE A THING."
5,"Absolutely delicious.  We cut the chicken breasts into large cubes, which worked very well.  Reduced salt by 1 tsp overall.   Highly recommend this recipe."
5,"Great recipe.  I made one big change, though.  Because my husband is from southern India, I cook up a TON of Indian dishes.  To this recipe, I added 11 fresh small green chiles (chopped).  The chiles make it much more authentic and tasteful, especially if you love genuinely spicy food!  Hope this helps!"
5,"This always turns out great and gives me a wonderful feeling of satisfaction throughout the experience...be warned though, lay out and measure all the ingredients before turning on the burner!"
5,"Outstanding- I no longer need to order out for Indian!  I could not get my hands on garam masala on short notice, but the meal was phenomenal even without it.  Had to use thigh meat because this was a last minute choice and I had no time to run to the store- it was just perfect!"
4,"I made this last night and it came out really good.  The one main change I made was that I used boneless chicken breast and thigh meat.  I also cut the meat up prior to cooking.  Other than that, I used 1/2 coconut milk and 1/2 yogurt."
5,"Great recipe! It was my first time making curry and turned out great! I had to tweak the ingredients a bit due to not having everything available, but still turned out delicious! Fiance went back for seconds, so it was a sure hit.  For my version, I used ground ginger instead of fresh (maybe 1/8 tsp or so) and put it in with the rest of the spices right before simmering. I used dried cilantro flakes instead of fresh. I increased the curry to 1 1/2 Tbsp since we like the curry flavor. I couldn&apos;t find any plain yogurt, so I used a mixture of 1/2 cup sour cream and 1/2 cup coconut milk (with a bit of sugar added). I also used 1/2 cup coconut milk instead of water. For the garam masala I used the &apos;Easy Garam Masala&apos; recipe found at this website. It makes enough for multiple batches of curry. I also added two potatoes cut into bite-size pieces. This increased the cooking time by about 20-30 minutes, although next time I will add the potato in with the onion to save time. Next time I would also like to try some mushrooms in the curry.  Overall a great recipe, and would make it again and again! Next time will be with shrimp. 5 stars."
5,This dish was really delicious. I made it for my girlfriend tonight and we both loved it. The gravy was incredibly flavorful and the dish tasted like something that you would get at a good Indian restaurant.
5,"Very very good and authentic tasting. I put everything, except the lemon and yogurt, in the slow cooker on high for about 4 hours. I even threw the chicken in there frozen! After the first 4 hours, I added the yogurt and cooked about another hour. I forgot to add the lemon juice, but next time would do so just before serving.  I used greek yogurt and did not add water or use oil but used twice the amount of crushed tomatoes. I also used only 1 teaspoon of salt, which was plenty. I think the slow cooker method made it very flavorful, moist, healthier and easy."
3,I found this to be incredibly hot and strangely bitter.
5,It was awesome but I added 1/4 cup louisiana chicken wing sauce and 1 teaspoon of onion powder. Best wings yet
5,"Cooked in slow cooker for 2 hours. I used the same amount of oil and spices but only 4 skin-on, bone-in chicken thighs. It turned out very good and it was so simple!"
4,the recipe turned out exactly as promised.  It was really delicious! A big hit with everyone!
5,"I used 2 Tbsp olive oil, plenty of minced garlic, 2 Tbsp Frank&apos;s hot sauce, and the called for amounts of everything else. Oh, and a tsp of onion powder.  I marinated the wings in all of the above for 2 hours, then baked them on my tin-foil-covered cookie sheet for just under an hour.  My buffalo-wing-loving husband said he definitely wants me to make them again. (His rating was 4 1/2 stars, because he&apos;d never give anything a ""perfect score""...but for him, this is as close as it gets. :)  The skin had just the right crispness, but the meat was definitely not dried out.  We had ranch, more Frank&apos;s hot sauce, and celery on the side."
5,My mom makes these wings all the time and the other day I got a huge craving for them and couldn&apos;t get a hold of her for the recipe. Thankfully it was right here! I also used this for drum sticks and they came out great and in the same amount of time. I also put some wing sauce on some after I took them out and that made them even better.
4,My family really enjoyed this recipe. The only thing that I would do differently is allow the chicken to marinate for a few hours before cooking.
5,My husband LOVED these wings! I didn&apos;t get to try any myself because I was dieting but when I asked him what he thought of them he told me they were they were the best he&apos;s had!
5,"I ate more of these than I should have. Easy.  Will recommend these ones to a couple of people.  YUMMY YUMMY, I had too many chicken wings in my tummy."
4,"Great!  My husband hates bake chicken, but I convinced him that these wouldn&apos;t be the same and he loved them.  I&apos;m"
3,Easy and pretty tasty but nothing special.
5,"This fried chicken receipe is absoultly fantastic,if you take your time get all your ingredients together in two groups,it is easy to make. It smells so good while it is cooking,and the taste is truly unbelievable.And so moist and juicy.I will make this receipe over and over.Thanks Chef John for sharing. The receipe looks intimidating but it isn&apos;t.   Try it you will see how easy it is,and the taste is the best fried chicken ever."
5,"Fabulous recipe, Chef! This is the way fried chicken should be made. I had to make acidified buttermilk (1 tablespoon of lemon juice per 1 cup of milk, allow to curdle for 10 minutes), but the preparation, to me, was effortless. Unfortunately, I didn&apos;t have enough oil for my dutch oven, so I used my skillet, turn the chicken over once after 10 minutes, cooking for 25 minutes total. Also I only had corn oil. I&apos;ll try peanut oil next time. Thanks again!"
4,"This was not a difficult recipe. I did use boneless chicken and followed everything else. I worked fine. This is not the BEST fried chicken I have had, but it was tasty and nice and crispy. I did not need 2 cups of buttermilk, so just pour in as much as you need to cover the chicken good. The rest of the ingredients I used the same. I used about 2 inches of oil to fry in and let it get good and brown."
5,"This is absolutely the best fried chicken recipe ever! The outside is crispy & the meat is moist & tender. I made it exactly as directed except used boneless, skinless breasts, cut into thirds. My husband wants me to make this again (like tomorrow) & I&apos;m happy to obilige.  Thank you for this terrific recipe!"
5,"LOVE this recipe, my whole family love it. I made little bit healthier by put this chicken in the oil for 3 minutes or until little bit brown on the outside and put the chicken in 350 F oven for 30 - 40 minutes or until the chicken all cooked."
5,"I like this recipe when I saw the video.  However, when I saw the nutritional information, I groaned.  Of course, I knew fried chicken was high fat, but seeing it print detered me from making it.   I decided to use the ingredients and make oven fried chicken.   I use all the ingredients except the oil.   After coating the chicken with the seasoned flour, I sprayed it with PAM.   I used a non stick baking pan.  The results were wonderful!!"
3,"Really great after alterations. I can say with confidence that this would not have been as good without the changes. I doubled all the spices and seasonings (except salt, which I kept the same). The end result was perfectly flavorful, which to me means that it would have been bland with the written amounts. Also, I cooked the chicken between 275 and 300 degrees, and they were perfectly brown at 19 minutes cook time. The breasts were slightly dry, they should have been taken out earlier. The dark pieces were amazing, though."
5,"Oh, yes!  truely scumpious, wonderful herb blend.  I did brown, then put on rack as directed.  However, I put the chicken in a 325 degree oven with the rack over a lipped cookie sheet and baked for 1/2 hour instead of the second frying.  It removed a lot of the grease.  Still crispy the next day, every bit as good as Day 1.  This will be a go to recipe for me."
5,"I followed the directions exactly, except I used my heavy electric skillet.  Perfect!  My husband said it was the best fried chicken he had ever had!  It was incredibly moist and  flavorfull with really crispy crust."
4,I like the addition of the honey and Dijon it&apos;s like putting a honey mustard dipping sauce on the inside. I cooked up 5 chicken breasts which I flattened to all the same thickness. I wouldn&apos;t have had any more egg mixture left for a 6th one..let alone 12 . I would double that if making the full batch.
5,Skip the oil and go for the healthy alternative of baking... Depending on how thick the chicken is after you pound it bake at 400 for 15 - 20 mins.  Use  an elevated rack so it comes out crispy. Used Italian bread crumbs. The wife freaking loved it !!
5,"Very good.  I used Italian breadcrumbs because its all I had, but did everything else by the recipe.   Will definitely make it again"
4,Delish! My family loved it - i suggest using low sodium soy sauce and spicy brown mustard. Will be making this again!
4,"I thought this was quite good. I made pork schnitzel before, but prefer chicken. I left off the salt and lemon wedges."
5,I cut the recipe to two servings using one package of Costco&apos;s organic boneless skinless chicken breasts cut horizontally. I started to run out of the mixture to dip the chicken in so if you want to double dip I&apos;d suggest doubling that part---or at least half again as much. We really liked the flavor of the breading because I did fry it in coconut oil and then rather than use lemon for serving we used a little drizzle of coconut white balsamic vinegar (yum) on top. We have some leftovers that will become a sandwich tomorrow night for our dinner. Thank you for a very welcome change for our dinner tonight!
4,I&apos;ll make this again but probably will try a spicy brown mustard instead...
5,"This dish was easy to make and quick to clean up.  The schnitzel was well-coated and came out crisp, not mushy (is that a real word??), and flavourful.  A winner in my book.  My Mom didn&apos;t even waffle...no wishy-washy its was OK but a resounding ""Yes, we need to make it again""."
5,Easy and delicious.
5,"This is a really good one!!!  Definitely double the sauce.  Here is what I did differently.  Used lite soy sauce to cut the salt, increased the garlic, used 1 tsp. minced fresh ginger.  A lot of reviewers said to half the amount of sugar but I tasted it and felt I needed to add more but not the whole amount.  Since I doubled the sauce, I used 1/2 c. brown sugar and 1/4 c. white sugar.  I lined my pan with heavy duty foil then poured most of the thickened sauce over bone-in thighs (skin removed) and some boneless breasts but reserved a little.  Cooked, covered with foil for 30 minutes, removed foil, poured remainder of sauce over and bake another 20-30 minutes.  Wow.  Really good! Update: I made this again using slices of tri tip and it was great.  Fantastic with salmon.  I had a large fillet and basically baked it the same way but reduced the oven temp. to 375 and baked for a little less time till fish was flakey."
5,Delicious!  I substituted 4 boneless skinless chicken breasts and dumped all the sauce on top prior to cooking.  I also used an 8x8 baking dish and cooked at 400 degrees for 35 mins.  It turned out GREAT!
5,Absolutely wonderful! The recipe didn&apos;t mention it but I decided to cover the pan with foil to help keep the chicken tender. And I used lite soy sauce too. I think I may decided to line the pan with foil too the next time I make it--otherwise you have a sticky black mess. Delicious flavor and the chicken was so tender. Will definitely make again.
5,Excellent. After reading several reviews I did make the following changes: Doubled the sauce. In the doubled recipe I doubled the garlic (fresh pressed) reduced sugar by half and used packed brown sugar instead of white sugar used lite soy sauce (I always use lite regular is TOO salty) rounded the tablespoons of cornstarch used fresh ground pepper (five pepper blend) and I had boneless skinless thighs. I baked at 375 degrees 25 mins covered with foil then 15 mins uncovered (total 40 mins). I did not baste but just covered the thighs with the sauce. Would&apos;ve used fresh ground ginger if I&apos;d had it. Cleanup was a breeze as long as I soaked pans right away it washed right out. With these changes it was scrumptious and got rave reviews from my family. Great with thighs would also try breasts or other cuts. Definitely a keeper! Thanks Marian!
5,"I make this recipe in a slow cooker and it is simply fantastic. I just put the chicken thighs in, cover with the sauce (exact recipe)and put it on low for at least 5 hours.  The longer the chicken cooks the more savory the dish, and the chicken just falls apart (shreds) in the sauce.  About an hour before I&apos;m ready to serve I throw in some chopped green pepper, carrots, celery (or whatever vegetables I want to get rid of in the fridge), and then 20 minutes before serving I throw in a can of drained pineapple chunks. The pineapple removes the saltiness and the dish is perfect spooned over rice.  Absolutely amazing! I find this recipe foolproof --today I tripled the sauce (made 20 thighs), dropped the bowl and lost most of the sauce all over myself and the floor (GOD what a mess!) and was too lazy to make more so just used whatever was left.  It STILL came out perfect!!  And if the sauce is too thin I just remove some from the crockpot, add a little cornstarch paste and/or Veloutine gravy thickener, microwave it till it boils and thickens and mix it back in with the rest. Too easy!  Thank you for an unforgettable recipe that everyone loves!"
5,Fantastic!!! This has become a favorite in my house. The only changes I make is using boneless skinless chicken breasts and I do cut the soy sauce down a bit and I substitute some of the white sugar for brown sugar to cut down on the saltiness because my husband thought it was a bit too salty. Also do cut the temp down on this. I go 375 for the first 15 minutes or so and then down to 350 for another 20-25 minutes. Continually baste to get that yummy glaze. Terrific recipe!!! Definately 5 &apos;s!!!
5,"What a great homemade teriyaki sauce! It has a much richer taste than many bottled. The only thing I changed was I used a ""low-sodium"" soy. To make a meal I added fresh snow peas sliced water chestnuts squares of yellow onion and green pepper and fresh pineapple chunks. We put over white rice. It was as good as a very good oriental restaurant&apos;s! We did not like the chicken thigh dark-meat with the bone in much though so next time I will make with chicken breast BONELESS SKINLESS thigh meat shrimp or pork. Thank you Marian this sauce is a keeper!"
5,This recipe is totally awesome. You owe it to yourself to try it. I took the advice of other reviewers and I cooked the chicken at 375 degrees. The teriyaki sauce is best I have ever had. I doubled up on the sauce for basting purposes. I used chicken breasts and cut them in strips and served on top of brown rice which was cooked in chicken broth cooked onions and a dash of soy sauce. Thanks MARIAN
5,Loved the sauce although I do plan to reduce the amount of sugar next time. Poured the sauce over chicken breasts which had been pounded to about 1/2-inch thickness. Baked at 375 for 30 minutes turning the chicken pieces over halfway through. Everyone raved about it even my 2-year-old: yummy yummy!
3,This was ok but not great. I used boneless skinless breasts and baked for 30 min. basting and turning every 10 min. My husband liked it. I thought it was too salty even though I used low-sodium soy sauce.
5,"Wonderful dish, used artcat&apos;s  idea and put pepperjack cheese on top - nice touch to a good dish. Thank you artcat - as for Doug_B there is nothing on this site that says you ""have"" to try a recipe - if you look at the ingredients and don&apos;t like them then just move on, there is absolutely no call to be rude."
4,"This is a pretty good version of a truly ubiquitous dish of Texas. Sort of an ""inside joke""--the King Ranch is one of the biggest ranches in the world. They raise CATTLE, not CHICKENS! So it really has nothing to do with the King Ranch, per se.    Here&apos;s a tip. Don&apos;t worry about finding or using fresh corn tortillas. I always have those on hand, but King Ranch Casserole is best made with tortilla chips. Yep--Tostitos, Santitos, even Doritos! They will soften up in the sauce & provide a good corn flavor. I&apos;ve never, ever used actual tortillas."
4,Great recipe with unlimited ingredient changes per your individual tastes.
5,Wow. I haven&apos;t made this dish in ages. This particular recipe and there are lots of them out there surpasses any I&apos;ve had before. It might be a little more work but it&apos;s totally worth it. The only change I made was putting a final layer of 6 deli slices of pepper jack cheese before baking. Yum!!!!
4,"I also shy away from the condensed soups, but this is a great recipe and all you have to do to make your own is increase the oil to about 1/3 cup (I actually use butter!), cook your onions in that and when they are soft, add about 1/3 c. flour, stir and brown it a few minutes and add about 2 1/2 cups of milk/chicken broth and make your own sauce. Yummy, and homemade."
5,"I haven&apos;t made this recipe in years, but as soon as I saw it, knew I had to pull out my recipe book,will be making it again real soon. As for those who hate anything to do with condensed soup, get off your high horse! You don&apos;t know what you are missing. Better still, get off the site."
5,Wow.  The seasonings & spices made this a perfectly delectable dish. This really was very tasty with or without using canned soup (I tried it both ways & enjoyed it both times)... and I am sending my thanks to Chef John for once again giving us another option for a great-tasting chicken casserole. :)
4,"I made this recipe exactly as stated, since that&apos;s the only way to really give it a fair shot. (I don&apos;t put much stock in reviews that don&apos;t evaluate the actual recipe!) Honestly, the flavor is good. my only complaint was the texture. There needs to be something in there with some crunch. Maybe I cut the chicken into pieces that were to small. It would have been better if the peppers or onions had maintained some of their crunch. I&apos;ll try it again and maybe not saute the onion and peppers. Or perhaps garnish the top with crushed corn chips. It just needs something to give it more structure. But again, the taste is great!"
5,"Hubby & I loved this! Changes I made:  mix of red and yellow onion, low fat/sodium version of the condensed soups, light sour cream, only 1 tsp of cumin, twice the amount of chili powder, 1/4 tsp. of cayenne pepper, 1/2 tsp. of onion & garlic powders, a Tbsp. of minced garlic with the peppers & onions, several grinds of black pepper and sea salt, 1-2 Tbsp of Frank&apos;s Red Hot Wings Buffalo sauce, couple dashes of Tabasco. Believe it or not, it wasn&apos;t very spicy-hot after all that. But it definitely needed something, since I was using the healthier soups. That&apos;s the great thing about this recipe-- you can make it your own! I also added some tortilla chip pieces on top of each serving for added crunch."
3,"I gave it 3 stars is because it&apos;s a good generic recip. I myself prefer to substitute chopped green chiles for the RoTel or other brand of tomatoes and chiles, making it more a &apos;green&apos; as oposed to &apos;red&apos; casserole and use only white cheeses like jack or asadero or a combination of the two and going with the green chile powders with the exception of cooking the chicken with a little red chile."
4,"This recipe was really good. I modified it a bit. I did not use cooking cherry, I used 3/4 of a cup of marsala wine instead. I used twice the mushrooms and after I browned the chicken I removed it from the pan and cooked the mushrooms and some shrimp and them added a little heavy whipping cream and reduced it to make a marsala cream sauce and then I added the chicken back and served it over garlic and basil fettuccine. It turned out awesome. I have work in a few 5 star restaurants and had chicken and veal marsala in a lot of restaurants and this is the closest I have gotten the dish to taste myself!!"
5,"oh my gosh this dinner was amazing!  Not only that, but incredibly easy. I made a few changes, as usual, and everyone -loved- the results.
                                1- To make it easier to clean up, i put the flour, salt, pepper, and oregano in a resealable plastic bag, then added the pounded chicken and shook it up (one breast at a time) to coat. It&apos;s just easier and cleaner that way.
                                2- When browning the chicken breasts, i added a few sliced cloves of garlic. mmm
                                3- I doubled the sauce, probably trippled the mushrooms (the more the merrier, right?) and then thickened it with a slurry (water-cornstarch mixture) at the end so we could enjoy it over the angelhair pasta i served it on. So good.
                                4- i added a splash of heavy cream and a splash of chicken broth to the sauce, to make it richer and creamier, like i&apos;m used to Chicken Marsala being.
                                
                                as other users suggested, buy good Marsala wine. It&apos;s really not all that expensive, especially if you compare it to how much it costs to eat out at a nice italian restaurant. ;)"
5,"I&apos;ve been using this recipe for about 5 years now and from the first time I made this, it&apos;s been nothing short of excellent.  I made it this past weekend at a dinner party for somewhere between 25-30 people and everyone loved it as does everyone I&apos;ve ever made this for.  
                                
                                I tend to spend a little more time on prep work because I&apos;m very picky about my chicken, and I take time to trim off as many of those little fatty pieces as possible prior to pounding it out flat.  Sometimes that one chewy bite of fat ruins a good piece of chicken for me!
                                
                                Here&apos;s a few things I do in addition to what the recipe says.  I mentioned I cut out any fatty pieces.  I chop up some onion and add it when I throw the mushrooms in the pan.  It doesn&apos;t &apos;make or break&apos; this, but adds a nice little &apos;extra&apos; when it&apos;s sauteed.  If you buy whole mushrooms and find it too tedious/time consuming to slice them with a knife ...either buy them already sliced (usually a $1.00-$2.00 more), or buy them whole and use one of those hard boiled egg slicers ...And it keeps the slicing thickness consistent.
                                
                                Definitely try this recipe, you&apos;ll love it.  If it doesn&apos;t come out perfect the first time (and it will, but if you feel it didn&apos;t), don&apos;t be discouraged to try it again."
5,All these suggestions are very nice-if you want to splurge (on calories) and have a decadent meal. But don&apos;t miss out on the chance to try it without all the added fat. I have made this recipe many times and with a non-stick pan you can omit the butter and halve (or omit) the oil and it&apos;s still quite good. I&apos;ve also made it with and without flour and it works either way. Also with a thinner sauce you can slice up some warm French bread and use that to soak up the extra sauce on your plate-yummy and you don&apos;t even need butter!
5,"Chicken Marsala is a family favorite. This Marsala recipe is easy and delicious. The flour gives the chicken a silky coating and thickens the sauce nicely. I made only one change- I reduced the amount of oregano a half tsp is too much in my opinion. Well done and Thank you for sharing. PS: Good quality wines (Marsala and Sherry) are vital. The previous reviewer was correct avoid ""cooking wines""; if they are not good enough to drink they are not good enough to cook with."
5,This is a wonderful classic recipe! After reading some of the reviews I followed their advice and put the seasonings and flour in a bag to coat the chicken.  I used all marsala wine for the sauce and doubled the amount of mushrooms.  I removed the chicken from the pan while making the sauce and added a little half and half to it to make it creamy - it turned out great.  I have made this three times now and have finally got around to reviewing it. This is a definite keeper!
5,This is by far the best chicken marsala recipe I have ever encountered. My husband found it here two years ago and we have made it and enjoyed it often ever since. We usually double the wines using fine (sweet) Marsala wine and a dry white Sherry which leaves us extra sauce for the angel hair pasta we serve with it. We also use mushrooms of the Portabella variety. Thank you Lisa!
5,I thought this was good but I could tell just by the ingredients that it was going to need some doctoring up. I added garlic powder italian seasoning and lots of salt and pepper to the flour mixture. I cut back on the oil and butter- about 2 heaping tablespoons each. Plus I sauteed crushed garlic in the oil and butter before adding the chicken. It turned out great. My stepdaughter loved it. I served it with angel hair pasta and broccoli. But I think I may add cream to it at the end like one reviewer suggested to make more &apos;gravy&apos;. It needed more sauce for the pasta. All in all this is great! (Edited 5/22/2010)
5,My boyfriend and I LOVED this. I made it with lots of baby portabello mushrooms and I also threw onions and garlic in with the butter and oil before I placed the chicken in. I also doubled the sauce like others. I took the chicken out when it was done cooking added corn starch and a little heavy cream to the sauce and it was just how we liked it. I served with mashed garlic red potatoes I think its our new favorite dinner!:)
3,This was good but not great. I&apos;m terrible at flattening meat and poultry so I didn&apos;t bother. I didn&apos;t add mushrooms either as my fiance hates them. The chicken was tender and flavor pretty good but I like the marsala dishes more from my favorite Italian restaurant. My fiance was neutral on this. I doubt I&apos;ll make it again.
5,"My husband is currently eating his fourth bowl of this stuff, no lie. I actually made the whole deal in my cast iron skillet--sauteed, simmered, added biscuits and stuck it in the oven. Turned out perfectly and made a neat presentation, as well."
5,"Thank you for this recipe, Pam!  I prepared it ""exactly"" as the recipe stated - the eight peoole I served it to, ranging from 4 years old to 80+ years, loved it.  They thought it was better than similar dishes they&apos;ve had at those ""country"" restauants.  I&apos;ve done reviews on very few recipes even though I have been visiting this site for years - and this one merits much praise."
4,"Thank you for this recipe, we all liked very much and I will make it again. I did adjust the recipe slightly, I did not have any parsley and used some basil instead also I added 2 cloves of garlic chopped and sauteed with the vegetables. (it is difficult to make a dish in our house without garlic ;) I also used Bisquick drop biscuits for the crust. It is great to find a new way to use the leftover rotisserie chicken, and the kids love it."
5,"I&apos;ve used this site for years and never commented, but had to say but this was the best and the easiest of all the versions I&apos;ve tried!  I always add broccoli florets, and sliced almonds as well as a tablespoon of sherry to whatever version I use and it really enhances it. Sometimes I use a puff pastry to top. I copied those ideas from a restaurant whose pot pie was wonderful.  Thanks for sharing!!"
5,"This was a great comfort food.  I used refrigerated biscuit dough and halved them horizontally to be sure they baked through.  I used frozen mixed vegetables, cooked them just a little bit before adding to chicken mixture.  Used quite a bit more chicken than called for, as we like lots of meat in our casseroles/meat pies.  Turned out delicious.  Will definitely make again."
5,"Loved this recipe!  I used rotisserie chicken, frozen carrots, chicken stock instead of broth and doubled the stock/flour/half and half mixture.  For the crust I used Pillsbury pie crust. Sooooo good!!  Thanks for the recipe!"
